s0,s1,a0,terminal_flag
0.2,-6.4,4.0,not done
0.2,-6.3,3.0,not done
0.2,-5.9,3.0,not done
0.2,-5.7,2.0,not done
0.2,-5.5,2.0,not done
0.1,-5.7,2.0,not done
0.1,-6.0,1.0,not done
0.1,-6.3,1.0,not done
0.1,-6.8,0.0,not done
0.1,-7.0,0.0,not done
0.1,-7.2,-1.0,not done
0.1,-7.2,-2.0,not done
0.1,-7.5,-3.0,not done
0.1,-7.4,-3.0,not done
0.0,-7.8,-5.0,not done
0.0,-7.9,-6.0,not done
0.0,-7.9,-7.0,not done
0.0,-7.7,-7.0,not done
-0.0,-7.9,-8.0,not done
-0.0,-7.9,-9.0,not done
-0.0,-7.9,-10.0,not done
-0.1,-8.0,-11.0,not done
-0.1,-8.2,-12.0,not done
-0.1,-8.4,-13.0,not done
-0.1,-8.7,-15.0,not done
-0.1,-9.1,-16.0,not done
-0.2,-9.7,-18.0,not done
-0.2,-10.3,-20.0,not done
-0.2,-10.8,-22.0,not done
-0.2,-11.1,-24.0,not done
-0.2,-9.6,-23.0,not done
-0.3,-0.3,-19.0,not done
-0.3,5.8,-10.0,not done
-0.2,2.6,-11.0,not done
-0.2,4.2,-5.0,not done
-0.1,0.2,-7.0,not done
-0.1,-1.0,-8.0,not done
-0.1,-1.8,-9.0,not done
-0.1,-2.0,-9.0,not done
-0.2,-3.4,-11.0,not done
-0.2,-3.9,-12.0,not done
-0.2,-4.3,-13.0,not done
-0.2,-2.0,-11.0,not done
-0.2,2.3,-6.0,not done
-0.1,3.3,-2.0,not done
-0.1,3.4,0.0,not done
-0.0,-0.0,-1.0,not done
-0.0,-2.6,-3.0,not done
-0.0,-4.5,-6.0,not done
-0.0,-5.9,-8.0,not done
-0.1,-6.5,-9.0,not done
-0.1,-7.9,-12.0,not done
-0.1,-7.2,-14.0,not done
-0.2,-4.9,-13.0,not done
-0.2,-4.8,-13.0,not done
-0.2,-4.8,-13.0,not done
-0.2,-6.5,-15.0,not done
-0.2,-7.2,-16.0,not done
-0.2,-7.0,-17.0,not done
-0.2,-6.3,-18.0,not done
-0.2,-5.5,-18.0,not done
-0.2,-4.8,-18.0,not done
-0.2,-3.9,-17.0,not done
-0.2,-3.3,-16.0,not done
-0.2,-3.1,-16.0,not done
-0.2,-2.5,-15.0,not done
-0.2,-1.3,-13.0,not done
-0.2,0.3,-10.0,not done
-0.1,1.0,-7.0,not done
-0.1,2.0,-3.0,not done
-0.1,1.9,-1.0,not done
-0.0,0.6,-1.0,not done
-0.0,-1.4,-2.0,not done
-0.0,-2.9,-4.0,not done
-0.0,-3.6,-5.0,not done
-0.0,-4.1,-6.0,not done
-0.1,-4.2,-7.0,not done
-0.1,-4.5,-8.0,not done
-0.1,-3.8,-8.0,not done
-0.1,-3.6,-8.0,not done
-0.1,-3.9,-9.0,not done
-0.1,-3.9,-9.0,not done
-0.1,-4.2,-10.0,not done
-0.1,-4.7,-11.0,not done
-0.1,-4.6,-12.0,not done
-0.1,-4.0,-11.0,not done
-0.1,-3.6,-11.0,not done
-0.1,-3.9,-11.0,not done
-0.1,-3.9,-11.0,not done
-0.1,-3.7,-11.0,not done
-0.1,-3.7,-11.0,not done
-0.1,-3.9,-11.0,not done
-0.1,-3.7,-11.0,not done
-0.1,-4.0,-11.0,not done
-0.1,-4.0,-11.0,not done
-0.1,-4.4,-12.0,not done
-0.1,-4.4,-12.0,not done
-0.2,-4.3,-12.0,not done
-0.2,-4.3,-12.0,not done
-0.2,-3.8,-12.0,not done
-0.2,-3.4,-11.0,not done
-0.2,-3.3,-11.0,not done
-0.2,-3.3,-11.0,not done
-0.2,-2.7,-11.0,not done
-0.2,-2.8,-11.0,not done
-0.2,-2.7,-10.0,not done
-0.1,-2.2,-10.0,not done
-0.1,-1.9,-9.0,not done
-0.1,-1.9,-9.0,not done
-0.1,-1.5,-8.0,not done
-0.1,-1.6,-8.0,not done
-0.1,-1.3,-7.0,not done
-0.1,-1.1,-6.0,not done
-0.1,-1.0,-5.0,not done
-0.1,-0.9,-5.0,not done
-0.1,-0.6,-3.0,not done
-0.0,-0.5,-3.0,not done
-0.0,-0.2,-2.0,not done
-0.0,-0.2,-1.0,not done
0.0,-0.0,0.0,not done
0.0,0.1,1.0,not done
0.0,0.4,2.0,not done
0.1,0.4,3.0,not done
0.1,0.5,4.0,not done
0.1,0.6,5.0,not done
0.1,0.9,7.0,not done
0.1,1.0,8.0,not done
0.2,1.5,10.0,not done
0.2,1.6,11.0,not done
0.2,2.3,13.0,not done
0.2,2.4,15.0,not done
0.3,2.9,17.0,not done
0.3,3.2,19.0,not done
0.3,3.3,20.0,not done
0.3,2.2,20.0,not done
0.4,-3.8,16.0,not done
0.3,-11.2,5.0,not done
0.3,-12.9,1.0,not done
0.2,-12.3,-2.0,not done
0.1,-7.6,0.0,not done
0.1,-4.4,2.0,not done
0.1,-0.9,6.0,not done
0.2,0.1,9.0,not done
0.2,-2.0,8.0,not done
0.2,-1.7,10.0,not done
0.2,-1.7,11.0,not done
0.3,-0.9,13.0,not done
0.3,-0.5,15.0,not done
0.3,0.0,16.0,not done
0.3,0.6,18.0,not done
0.4,0.3,20.0,not done
0.4,-0.7,20.0,not done
0.4,-1.5,21.0,not done
0.4,-3.1,20.0,not done
0.4,-4.8,19.0,not done
0.4,-6.1,17.0,not done
0.4,-5.9,17.0,not done
0.4,-5.8,17.0,not done
0.4,-6.1,16.0,not done
0.4,-5.3,17.0,not done
0.4,-4.7,17.0,not done
0.4,-4.0,17.0,not done
0.4,-4.7,17.0,not done
0.4,-5.3,16.0,not done
0.4,-5.3,16.0,not done
0.4,-5.1,16.0,not done
0.4,-5.8,15.0,not done
0.4,-4.8,15.0,not done
0.4,-3.8,16.0,not done
0.4,-4.7,16.0,not done
0.4,-6.6,13.0,not done
0.4,-6.1,14.0,not done
0.4,-6.1,14.0,not done
0.4,-6.7,12.0,not done
0.3,-6.8,11.0,not done
0.3,-5.2,12.0,not done
0.3,-4.5,12.0,not done
0.3,-4.2,13.0,not done
0.3,-4.9,12.0,not done
0.3,-5.8,12.0,not done
0.3,-5.9,11.0,not done
0.3,-5.3,11.0,not done
0.3,-5.5,10.0,not done
0.3,-5.3,10.0,not done
0.3,-4.2,11.0,not done
0.3,-3.7,12.0,not done
0.3,-3.9,12.0,not done
0.3,-3.5,12.0,not done
0.3,-3.5,13.0,not done
0.3,-4.4,12.0,not done
0.3,-5.1,12.0,not done
0.3,-5.5,11.0,not done
0.3,-6.3,10.0,not done
0.3,-6.2,10.0,not done
0.3,-5.9,10.0,not done
0.3,-6.5,9.0,not done
0.3,-6.8,8.0,not done
0.3,-6.8,7.0,not done
0.3,-6.5,7.0,not done
0.2,-6.5,6.0,not done
0.2,-5.9,6.0,not done
0.2,-5.1,6.0,not done
0.2,-4.6,6.0,not done
0.2,-4.1,7.0,not done
0.2,-3.8,7.0,not done
0.2,-4.1,7.0,not done
0.2,-4.3,7.0,not done
0.2,-4.6,7.0,not done
0.2,-4.9,6.0,not done
0.2,-5.1,6.0,not done
0.2,-5.1,6.0,not done
0.2,-5.3,6.0,not done
0.2,-5.6,5.0,not done
0.2,-5.6,5.0,not done
0.2,-5.7,4.0,not done
0.2,-6.0,4.0,not done
0.2,-6.1,3.0,not done
0.2,-6.1,3.0,not done
0.2,-6.4,2.0,not done
0.2,-6.4,2.0,not done
0.1,-6.7,1.0,not done
0.1,-6.7,0.0,not done
0.1,-7.1,0.0,not done
0.1,-6.9,-1.0,not done
0.1,-7.1,-2.0,not done
0.1,-7.0,-2.0,not done
0.1,-7.0,-3.0,not done
0.1,-6.9,-4.0,not done
0.0,-7.2,-5.0,not done
0.0,-7.5,-6.0,not done
0.0,-7.9,-7.0,not done
-0.0,-8.0,-8.0,not done
-0.0,-8.3,-9.0,not done
-0.0,-8.1,-10.0,not done
-0.1,-8.2,-11.0,not done
-0.1,-8.4,-12.0,not done
-0.1,-8.8,-14.0,not done
-0.1,-8.9,-15.0,not done
-0.1,-9.2,-17.0,not done
-0.2,-9.4,-18.0,not done
-0.2,-9.7,-20.0,not done
-0.2,-9.5,-20.0,not done
-0.2,-8.2,-21.0,not done
-0.3,-7.4,-21.0,not done
-0.2,3.8,-7.0,not done
-0.2,4.9,-3.0,not done
-0.1,2.6,0.0,not done
-0.0,3.9,3.0,not done
0.0,0.4,0.0,not done
0.0,-1.3,0.0,not done
0.0,-3.2,-2.0,not done
-0.0,-4.9,-5.0,not done
-0.0,-6.7,-7.0,not done
-0.0,-8.8,-10.0,not done
-0.1,-11.0,-14.0,not done
-0.1,-12.2,-17.0,not done
-0.1,-11.1,-18.0,not done
-0.2,-11.0,-20.0,not done
-0.2,-11.1,-22.0,not done
-0.2,-10.4,-23.0,not done
-0.3,-10.3,-24.0,not done
-0.3,-10.3,-25.0,not done
-0.4,-7.9,-28.0,not done
-0.4,-7.4,-29.0,not done
-0.4,0.5,-23.0,not done
-0.4,7.8,-11.0,not done
-0.2,8.7,-4.0,not done
-0.2,7.1,-1.0,not done
-0.1,1.3,-4.0,not done
-0.1,0.5,-3.0,not done
-0.1,-1.0,-5.0,not done
-0.1,-2.2,-7.0,not done
-0.1,-0.3,-5.0,not done
-0.1,-0.2,-5.0,not done
-0.1,-2.2,-6.0,not done
-0.1,-4.9,-9.0,not done
-0.1,-7.1,-12.0,not done
-0.1,-7.6,-15.0,not done
-0.1,2.2,-3.0,not done
-0.1,1.6,-3.0,not done
-0.1,-1.1,-4.0,not done
-0.0,-4.6,-6.0,not done
-0.1,-7.1,-11.0,not done
-0.1,-6.3,-10.0,not done
-0.1,-7.8,-13.0,not done
-0.1,-8.2,-15.0,not done
-0.2,-7.5,-16.0,not done
-0.2,-7.1,-17.0,not done
-0.2,-6.8,-17.0,not done
-0.2,-6.7,-18.0,not done
-0.2,-5.8,-17.0,not done
-0.2,-5.0,-16.0,not done
-0.2,-3.5,-15.0,not done
-0.2,-2.7,-13.0,not done
-0.2,-0.2,-8.0,not done
-0.1,0.7,-6.0,not done
-0.1,0.7,-5.0,not done
-0.1,-0.9,-6.0,not done
-0.1,-1.6,-7.0,not done
-0.1,-2.2,-7.0,not done
-0.1,-3.1,-8.0,not done
-0.1,-4.7,-10.0,not done
-0.1,-6.3,-12.0,not done
-0.1,-6.9,-14.0,not done
-0.2,-7.5,-17.0,not done
-0.2,-4.1,-13.0,not done
-0.2,-0.7,-9.0,not done
-0.1,-0.6,-7.0,not done
-0.1,0.1,-5.0,not done
-0.1,-1.3,-5.0,not done
-0.1,-2.0,-6.0,not done
-0.1,-1.3,-5.0,not done
-0.1,-1.5,-6.0,not done
-0.1,-1.1,-5.0,not done
-0.1,-2.9,-7.0,not done
-0.1,-3.7,-9.0,not done
-0.1,-5.2,-11.0,not done
-0.1,-5.6,-12.0,not done
-0.1,-5.6,-13.0,not done
-0.2,-5.0,-14.0,not done
-0.2,-4.5,-14.0,not done
-0.2,-3.4,-14.0,not done
-0.2,-2.7,-13.0,not done
-0.2,-3.4,-13.0,not done
-0.2,-3.0,-13.0,not done
-0.2,-3.3,-13.0,not done
-0.2,-2.9,-13.0,not done
-0.2,-3.4,-13.0,not done
-0.2,-2.8,-12.0,not done
-0.2,-2.4,-12.0,not done
-0.2,-2.1,-11.0,not done
-0.2,-1.8,-11.0,not done
-0.2,-0.8,-9.0,not done
-0.2,0.2,-8.0,not done
-0.1,1.2,-6.0,not done
-0.1,1.6,-4.0,not done
-0.1,1.7,-3.0,not done
-0.1,1.4,-1.0,not done
-0.0,1.7,0.0,not done
-0.0,1.2,0.0,not done
0.0,0.6,1.0,not done
0.0,-0.1,2.0,not done
0.1,0.1,3.0,not done
0.1,0.2,4.0,not done
0.1,0.2,5.0,not done
0.1,0.2,6.0,not done
0.1,0.2,7.0,not done
0.2,0.2,8.0,not done
0.2,0.5,9.0,not done
0.2,0.9,11.0,not done
0.2,1.2,12.0,not done
0.2,1.2,13.0,not done
0.2,1.2,14.0,not done
0.3,2.5,17.0,not done
0.3,2.9,19.0,not done
0.3,1.1,18.0,not done
0.3,-2.5,14.0,not done
0.3,-1.3,14.0,not done
0.3,-0.1,16.0,not done
0.3,-3.8,14.0,not done
0.4,-6.1,13.0,not done
0.3,-8.5,9.0,not done
0.3,-9.4,6.0,not done
0.3,-8.6,5.0,not done
0.2,-7.6,5.0,not done
0.2,-5.4,7.0,not done
0.2,-1.5,11.0,not done
0.3,-0.3,15.0,not done
0.3,1.2,19.0,not done
0.4,2.2,22.0,not done
0.4,4.3,24.0,not done
0.4,-4.7,17.0,not done
0.4,-5.0,18.0,not done
0.4,-3.5,18.0,not done
0.4,-5.9,14.0,not done
0.4,-5.8,14.0,not done
0.3,-6.4,11.0,not done
0.3,-8.9,8.0,not done
0.3,-9.9,5.0,not done
0.2,-8.2,4.0,not done
0.2,-6.7,4.0,not done
0.2,-4.7,6.0,not done
0.2,-3.1,8.0,not done
0.2,-1.4,11.0,not done
0.3,-0.6,13.0,not done
0.3,0.5,15.0,not done
0.3,-0.7,16.0,not done
0.3,-1.6,16.0,not done
0.3,-2.1,16.0,not done
0.4,-3.6,15.0,not done
0.3,-4.9,14.0,not done
0.3,-6.4,11.0,not done
0.3,-7.8,9.0,not done
0.3,-7.7,7.0,not done
0.3,-6.3,7.0,not done
0.3,-4.6,9.0,not done
0.3,-3.1,10.0,not done
0.3,-2.8,11.0,not done
0.3,-2.6,12.0,not done
0.3,-1.9,14.0,not done
0.3,-0.9,16.0,not done
0.3,-0.3,18.0,not done
0.4,-1.2,19.0,not done
0.4,-2.7,19.0,not done
0.4,-5.3,16.0,not done
0.4,-6.9,13.0,not done
0.4,-7.7,11.0,not done
0.3,-9.2,8.0,not done
0.3,-10.0,5.0,not done
0.2,-8.3,5.0,not done
0.2,-8.0,4.0,not done
0.2,-6.7,5.0,not done
0.2,-4.7,7.0,not done
0.2,-3.4,9.0,not done
0.3,-2.8,11.0,not done
0.3,-1.7,13.0,not done
0.3,-1.5,14.0,not done
0.3,-1.6,15.0,not done
0.3,-2.6,14.0,not done
0.3,-3.2,14.0,not done
0.3,-4.4,13.0,not done
0.3,-6.1,11.0,not done
0.3,-7.5,8.0,not done
0.3,-7.4,7.0,not done
0.3,-6.3,7.0,not done
0.3,-5.9,8.0,not done
0.3,-6.1,8.0,not done
0.3,-6.8,7.0,not done
0.3,-6.5,8.0,not done
0.3,-5.3,10.0,not done
0.3,-4.1,11.0,not done
0.3,-3.1,13.0,not done
0.3,-2.6,15.0,not done
0.3,-3.6,14.0,not done
0.3,-5.5,13.0,not done
0.3,-6.4,12.0,not done
0.3,-6.7,11.0,not done
0.3,-7.3,10.0,not done
0.3,-6.9,10.0,not done
0.3,-6.4,10.0,not done
0.3,-5.9,9.0,not done
0.3,-5.4,9.0,not done
0.3,-4.4,10.0,not done
0.3,-3.7,10.0,not done
0.2,-3.6,10.0,not done
0.2,-3.5,10.0,not done
0.3,-3.6,10.0,not done
0.3,-3.7,10.0,not done
0.3,-4.1,10.0,not done
0.3,-4.0,10.0,not done
0.3,-4.2,10.0,not done
0.3,-4.5,10.0,not done
0.3,-4.7,10.0,not done
0.3,-4.9,10.0,not done
0.3,-5.3,9.0,not done
0.3,-5.4,9.0,not done
0.3,-5.7,8.0,not done
0.2,-5.5,7.0,not done
0.2,-5.6,7.0,not done
0.2,-5.8,6.0,not done
0.2,-5.7,6.0,not done
0.2,-6.0,6.0,not done
0.2,-6.5,5.0,not done
0.2,-6.8,4.0,not done
0.2,-7.1,3.0,not done
0.2,-7.2,2.0,not done
0.2,-7.2,1.0,not done
0.1,-7.3,0.0,not done
0.1,-7.8,0.0,not done
0.1,-7.5,-1.0,not done
0.1,-7.7,-2.0,not done
0.1,-7.7,-3.0,not done
0.1,-7.6,-3.0,not done
0.0,-7.4,-4.0,not done
0.0,-7.0,-5.0,not done
0.0,-7.3,-6.0,not done
0.0,-7.2,-6.0,not done
-0.0,-7.3,-7.0,not done
-0.0,-7.3,-8.0,not done
-0.0,-7.5,-9.0,not done
-0.0,-7.5,-9.0,not done
-0.1,-7.9,-11.0,not done
-0.1,-8.1,-12.0,not done
-0.1,-8.8,-13.0,not done
-0.1,-8.4,-14.0,not done
-0.1,-2.9,-10.0,not done
-0.1,-3.1,-9.0,not done
-0.1,-4.7,-12.0,not done
-0.1,-5.9,-12.0,not done
-0.1,-6.4,-13.0,not done
-0.1,-7.2,-14.0,not done
-0.1,-9.0,-16.0,not done
-0.2,-5.8,-14.0,not done
-0.2,-2.7,-11.0,not done
-0.1,-2.7,-10.0,not done
-0.1,-4.1,-11.0,not done
-0.1,-4.5,-10.0,not done
-0.1,-4.9,-11.0,not done
-0.1,-3.5,-9.0,not done
-0.1,-0.7,-5.0,not done
-0.1,-1.1,-4.0,not done
-0.0,-2.7,-5.0,not done
-0.0,-4.7,-7.0,not done
-0.1,-5.3,-8.0,not done
-0.1,-5.6,-9.0,not done
-0.1,-5.3,-10.0,not done
-0.1,-6.2,-12.0,not done
-0.1,-6.9,-13.0,not done
-0.2,-8.4,-16.0,not done
-0.2,-8.9,-19.0,not done
-0.2,-9.2,-20.0,not done
-0.2,-7.8,-20.0,not done
-0.2,-1.4,-13.0,not done
-0.2,2.2,-8.0,not done
-0.2,1.4,-7.0,not done
-0.1,-0.6,-5.0,not done
-0.1,-1.8,-5.0,not done
-0.1,-3.0,-7.0,not done
-0.1,-3.4,-8.0,not done
-0.1,-2.5,-8.0,not done
-0.1,-3.3,-9.0,not done
-0.1,-4.5,-11.0,not done
-0.1,-5.3,-12.0,not done
-0.1,-6.5,-14.0,not done
-0.2,-6.7,-16.0,not done
-0.1,-0.8,-7.0,not done
-0.1,-0.4,-6.0,not done
-0.1,-0.7,-6.0,not done
-0.1,-1.6,-5.0,not done
-0.1,-3.2,-7.0,not done
-0.1,-4.4,-8.0,not done
-0.1,-4.0,-8.0,not done
-0.1,-3.6,-8.0,not done
-0.1,-5.1,-10.0,not done
-0.1,-7.4,-13.0,not done
-0.1,-8.2,-15.0,not done
-0.2,-8.3,-17.0,not done
-0.2,-7.3,-17.0,not done
-0.2,-5.8,-16.0,not done
-0.2,-4.3,-14.0,not done
-0.2,-2.7,-12.0,not done
-0.2,-1.3,-9.0,not done
-0.1,-2.2,-8.0,not done
-0.1,-3.0,-8.0,not done
-0.1,-3.2,-9.0,not done
-0.1,-2.2,-8.0,not done
-0.1,-1.2,-7.0,not done
-0.1,-2.6,-9.0,not done
-0.1,-4.0,-10.0,not done
-0.1,-6.1,-13.0,not done
-0.2,-5.9,-14.0,not done
-0.2,-4.1,-13.0,not done
-0.2,-3.1,-12.0,not done
-0.2,-1.2,-9.0,not done
-0.1,0.1,-6.0,not done
-0.1,-1.7,-7.0,not done
-0.1,-2.6,-7.0,not done
-0.1,-3.1,-8.0,not done
-0.1,-1.7,-7.0,not done
-0.1,-1.9,-8.0,not done
-0.1,-2.3,-9.0,not done
-0.1,-2.0,-9.0,not done
-0.1,-3.3,-10.0,not done
-0.1,-3.6,-11.0,not done
-0.1,-3.7,-11.0,not done
-0.2,-3.4,-12.0,not done
-0.2,-2.6,-11.0,not done
-0.2,-1.1,-9.0,not done
-0.1,-0.8,-7.0,not done
-0.1,-0.3,-4.0,not done
-0.1,0.3,-2.0,not done
-0.0,-0.1,-2.0,not done
-0.0,-1.4,-3.0,not done
-0.0,-2.5,-4.0,not done
-0.0,-3.5,-6.0,not done
-0.1,-3.9,-7.0,not done
-0.1,-3.8,-7.0,not done
-0.1,-3.6,-8.0,not done
-0.1,-3.5,-8.0,not done
-0.1,-3.6,-8.0,not done
-0.1,-3.1,-8.0,not done
-0.1,-3.1,-8.0,not done
-0.1,-2.8,-8.0,not done
-0.1,-3.0,-9.0,not done
-0.1,-3.1,-9.0,not done
-0.1,-2.4,-8.0,not done
-0.1,-2.3,-8.0,not done
-0.1,-1.6,-7.0,not done
-0.1,-1.1,-6.0,not done
-0.1,-0.7,-5.0,not done
-0.1,-0.2,-4.0,not done
-0.1,0.2,-2.0,not done
-0.0,0.6,-1.0,not done
-0.0,0.9,0.0,not done
0.0,1.3,1.0,not done
0.0,1.7,2.0,not done
0.0,2.0,4.0,not done
0.1,2.5,6.0,not done
0.1,3.0,8.0,not done
0.1,3.3,10.0,not done
0.2,3.8,12.0,not done
0.2,4.0,14.0,not done
0.2,4.5,17.0,not done
0.3,4.8,19.0,not done
0.3,5.6,22.0,not done
0.4,4.2,24.0,not done
0.5,2.8,29.0,not done
0.5,-2.4,23.0,not done
0.5,-2.3,24.0,not done
0.5,1.3,29.0,not done
0.5,-11.3,14.0,not done
0.3,-22.4,-3.0,not done
0.2,-17.7,-8.0,not done
0.1,-9.6,-3.0,not done
0.1,-7.2,0.0,not done
0.1,-5.2,2.0,not done
0.2,-2.2,6.0,not done
0.2,2.4,12.0,not done
0.2,6.5,19.0,not done
0.3,10.1,28.0,not done
0.4,0.7,23.0,not done
0.3,-11.3,5.0,not done
0.2,-13.5,-2.0,not done
0.1,-5.6,2.0,not done
0.2,-4.3,5.0,not done
0.2,-1.2,9.0,not done
0.2,-0.0,11.0,not done
0.2,1.4,14.0,not done
0.3,0.5,17.0,not done
0.3,1.1,20.0,not done
0.4,1.3,22.0,not done
0.4,1.3,23.0,not done
0.4,1.5,24.0,not done
0.5,0.4,25.0,not done
0.5,-2.4,23.0,not done
0.5,-4.5,21.0,not done
0.4,-6.3,18.0,not done
0.4,-8.6,14.0,not done
0.4,-10.6,10.0,not done
0.3,-10.7,7.0,not done
0.3,-8.0,7.0,not done
0.3,-7.1,8.0,not done
0.3,-7.9,7.0,not done
0.3,-7.1,7.0,not done
0.3,-4.8,9.0,not done
0.3,-4.1,11.0,not done
0.3,-4.6,10.0,not done
0.3,-5.5,10.0,not done
0.3,-7.0,7.0,not done
0.2,-6.8,6.0,not done
0.2,-5.8,6.0,not done
0.2,-4.4,7.0,not done
0.2,-3.3,9.0,not done
0.2,-2.6,10.0,not done
0.3,-3.0,11.0,not done
0.3,-2.9,12.0,not done
0.3,-2.2,14.0,not done
0.3,-1.9,15.0,not done
0.3,-3.5,15.0,not done
0.3,-3.3,15.0,not done
0.4,-3.2,16.0,not done
0.4,-3.6,17.0,not done
0.4,-4.4,17.0,not done
0.4,-4.5,16.0,not done
0.4,-4.7,16.0,not done
0.4,-5.9,15.0,not done
0.4,-6.1,14.0,not done
0.4,-6.8,13.0,not done
0.3,-8.6,9.0,not done
0.3,-9.1,7.0,not done
0.3,-8.4,6.0,not done
0.2,-9.3,4.0,not done
0.2,-9.9,1.0,not done
0.2,-9.1,0.0,not done
0.2,-7.6,0.0,not done
0.1,-5.0,3.0,not done
0.2,-2.2,6.0,not done
0.2,-0.9,9.0,not done
0.2,-1.7,9.0,not done
0.2,-2.6,9.0,not done
0.2,-3.3,9.0,not done
0.2,-3.3,9.0,not done
0.2,-3.6,10.0,not done
0.3,-3.2,10.0,not done
0.3,-3.5,10.0,not done
0.3,-3.9,10.0,not done
0.3,-3.9,11.0,not done
0.3,-4.3,10.0,not done
0.3,-4.4,11.0,not done
0.3,-4.4,11.0,not done
0.3,-5.1,10.0,not done
0.3,-5.5,9.0,not done
0.3,-5.8,9.0,not done
0.3,-6.3,8.0,not done
0.3,-6.8,7.0,not done
0.3,-6.8,6.0,not done
0.2,-7.1,5.0,not done
0.2,-7.1,5.0,not done
0.2,-6.9,4.0,not done
0.2,-6.7,4.0,not done
0.2,-7.0,3.0,not done
0.2,-6.9,2.0,not done
0.2,-6.8,2.0,not done
0.2,-6.7,1.0,not done
0.1,-6.8,0.0,not done
0.1,-7.2,0.0,not done
0.1,-6.9,0.0,not done
0.1,-6.6,0.0,not done
0.1,-6.8,-1.0,not done
0.1,-7.0,-2.0,not done
0.1,-6.6,-2.0,not done
0.1,-6.8,-3.0,not done
0.0,-7.2,-4.0,not done
0.0,-7.6,-5.0,not done
0.0,-7.6,-6.0,not done
0.0,-8.3,-8.0,not done
-0.0,-8.6,-9.0,not done
-0.0,-9.4,-11.0,not done
-0.1,-10.1,-13.0,not done
-0.1,-10.7,-16.0,not done
-0.1,-11.6,-18.0,not done
-0.2,-12.4,-21.0,not done
-0.2,-13.1,-24.0,not done
-0.3,-13.9,-27.0,not done
-0.3,-14.4,-30.0,not done
-0.3,-4.2,-22.0,not done
-0.3,0.6,-15.0,not done
-0.2,6.8,-5.0,not done
-0.1,3.2,-4.0,not done
-0.1,3.2,-2.0,not done
-0.0,2.2,0.0,not done
-0.0,1.1,0.0,not done
-0.0,0.3,0.0,not done
-0.0,-0.7,-1.0,not done
-0.0,-1.7,-2.0,not done
-0.0,-3.1,-3.0,not done
-0.0,-5.9,-6.0,not done
-0.0,-8.8,-10.0,not done
-0.1,-11.6,-14.0,not done
-0.1,-10.2,-16.0,not done
-0.1,-4.0,-8.0,not done
-0.1,-6.7,-12.0,not done
-0.1,-9.6,-16.0,not done
-0.1,-8.1,-15.0,not done
-0.2,-7.2,-17.0,not done
-0.2,-1.5,-13.0,not done
-0.2,-3.2,-13.0,not done
-0.2,-5.5,-16.0,not done
-0.2,-1.8,-10.0,not done
-0.1,-3.5,-11.0,not done
-0.1,-5.0,-12.0,not done
-0.1,-6.9,-13.0,not done
-0.1,-9.3,-17.0,not done
-0.2,-3.3,-12.0,not done
-0.2,-1.7,-10.0,not done
-0.1,-3.7,-11.0,not done
-0.1,-5.5,-13.0,not done
-0.2,-7.4,-16.0,not done
-0.2,-5.1,-15.0,not done
-0.2,-3.2,-12.0,not done
-0.2,-0.8,-9.0,not done
-0.1,-1.0,-9.0,not done
-0.1,-0.5,-8.0,not done
-0.1,-0.4,-6.0,not done
-0.1,-3.1,-9.0,not done
-0.1,-5.0,-11.0,not done
-0.1,-4.9,-12.0,not done
-0.2,-5.1,-13.0,not done
-0.2,-4.2,-12.0,not done
-0.2,-2.4,-10.0,not done
-0.1,-1.6,-8.0,not done
-0.1,-0.8,-6.0,not done
-0.1,-0.7,-5.0,not done
-0.1,-1.9,-6.0,not done
-0.1,-3.3,-8.0,not done
-0.1,-4.6,-10.0,not done
-0.1,-5.1,-12.0,not done
-0.2,-5.3,-13.0,not done
-0.2,-6.0,-15.0,not done
-0.2,-6.7,-17.0,not done
-0.2,-7.0,-19.0,not done
-0.2,-6.5,-20.0,not done
-0.3,-5.3,-19.0,not done
-0.3,-4.3,-19.0,not done
-0.3,-0.8,-16.0,not done
-0.2,1.3,-11.0,not done
-0.2,2.7,-7.0,not done
-0.1,1.9,-5.0,not done
-0.1,-1.0,-7.0,not done
-0.1,-0.6,-7.0,not done
-0.1,-1.3,-8.0,not done
-0.1,-1.6,-9.0,not done
-0.1,-1.9,-9.0,not done
-0.1,-2.6,-10.0,not done
-0.1,-3.0,-11.0,not done
-0.1,-3.2,-11.0,not done
-0.2,-2.3,-10.0,not done
-0.2,-1.4,-10.0,not done
-0.2,0.1,-8.0,not done
-0.1,1.2,-6.0,not done
-0.1,1.7,-4.0,not done
-0.1,1.8,-3.0,not done
-0.1,1.4,-2.0,not done
-0.0,0.7,-1.0,not done
-0.0,0.3,-1.0,not done
-0.0,-0.2,0.0,not done
0.0,-1.2,0.0,not done
0.0,-1.6,0.0,not done
0.0,-1.4,0.0,not done
0.0,-1.3,0.0,not done
0.0,-1.4,0.0,not done
0.0,-1.0,0.0,not done
0.0,-0.3,2.0,not done
0.1,0.3,3.0,not done
0.1,0.6,4.0,not done
0.1,0.7,5.0,not done
0.1,0.9,6.0,not done
0.1,1.2,7.0,not done
0.1,1.4,8.0,not done
0.2,1.5,9.0,not done
0.2,1.7,11.0,not done
0.2,2.5,13.0,not done
0.2,3.5,15.0,not done
0.3,3.9,18.0,not done
0.3,5.1,21.0,not done
0.3,6.1,24.0,not done
0.4,6.9,28.0,not done
0.5,6.6,32.0,not done
0.5,7.0,36.0,not done
